c1run2_38_X_isl1.e8.5	c1run1_48_X_isl1.e8.5	c1run2_74_X_isl1.e8.5	c1run1_17_X_isl1.e8.5	c1run1_40_X_isl1.e8.5	c1run2_05_X_isl1.e8.5	c1run2_01_X_isl1.e8.5	c1run1_21_X_isl1.e8.5	c1run1_35_X_isl1.e8.5	c1run1_05_X_isl1.e8.5	c1run2_91_X_isl1.e8.5	c1run2_21_X_isl1.e8.5	c1run2_61_X_isl1.e8.5	c1run1_37_X_isl1.e8.5	c1run1_66_X_isl1.e8.5	c1run2_14_X_isl1.e8.5	c1run1_42_X_isl1.e8.5	c1run2_37_X_isl1.e8.5	c1run1_19_X_isl1.e8.5	c1run1_64_X_isl1.e8.5	c1run2_68_X_isl1.e8.5	c1run2_33_X_isl1.e8.5	c1run2_40_X_isl1.e8.5	c1run1_30_X_isl1.e8.5	c1run1_28_X_isl1.e8.5	c1run1_36_X_isl1.e8.5	c1run2_02_X_isl1.e8.5	c1run2_07_X_isl1.e8.5	c1run6_23_X_isl1.e8.5	c1run2_69_X_isl1.e8.5	c1run1_49_X_isl1.e8.5	c1run3_28_X_isl1.e9.5	c1run6_15_X_isl1.e8.5	c1run4_25_X_isl1.e9.5	c1run2_87_X_isl1.e8.5	c1run6_46_X_isl1.e8.5	c1run1_33_X_isl1.e8.5	c1run1_46_X_isl1.e8.5	c1run2_80_X_isl1.e8.5
Hoxa9	2.80191955455447	3.51556083866749	-1.64761738048063	0.0679726426664686	1.80882427511768	3.74888588103756	-1.51218347833449	0.607463571674458	2.52788003788752	3.06560016728768	2.78035996490637	1.20462547743486	2.20791970730063	3.10059121249108	2.27929251627483	1.80907723611573	3.39599773262783	3.21842010897727	1.88047546340074	-3.69546421657427	3.25080879883346	1.50972567979459	2.9802035456132	-5.82462422830204	0.212026802533733	-0.674595279287507	2.18743399697198	-5.82462422830204	0.141214517539182	-2.82958562118178	2.04509860529775	-5.82462422830204	1.09814604117504	-5.82462422830204	2.64171245113822	-5.82462422830204	-4.95542125334686	-5.82462422830204	-5.82462422830204
Hoxd8	4.19544978373646	3.63614548978969	-2.41407743727577	3.43926992688343	3.16253503031996	3.58190910611716	-1.79355245306126	1.78858608698407	1.86323990251369	3.94490516984672	3.91846275479013	2.2965852560815	2.99401526533143	2.63350254841643	3.60452260415606	2.66857999748138	1.08307867241083	5.09915599866299	2.88635242426047	-4.75569558256212	-0.655181876183198	-0.214955577553213	3.3892297475781	-3.10622229654632	-4.75569558256212	-4.75569558256212	-4.75569558256212	-4.75569558256212	-2.32460068139057	1.31553264231802	1.4907862056163	-4.75569558256212	1.49611971091653	-4.75569558256212	2.33327740598236	-4.75569558256212	-4.75569558256212	-4.75569558256212	-4.75569558256212
Hoxa10	2.96579270183796	2.92433062699465	2.5482447138326	4.26998097520837	3.69788161057314	3.0305822722989	-0.302652993391245	3.42647534641526	4.04276148900616	0.229623752526451	-2.79180211894005	0.953002763308564	1.50286821098515	0.832407793401837	2.94681626850306	0.397760456277832	3.70197073566929	-4.77079170793514	2.42907723440233	2.20489807367794	4.62610361609498	-3.45752666015111	3.65686452380398	-4.77079170793514	2.10043895813684	-4.77079170793514	-4.77079170793514	-4.77079170793514	3.6354684810523	2.46674822658713	3.03051922748434	-4.77079170793514	-4.77079170793514	-4.77079170793514	2.180864209625	-4.77079170793514	-4.77079170793514	-4.77079170793514	-4.77079170793514
Foxc2	-0.954209543348644	-0.954209543348644	-0.954209543348644	-0.954209543348644	-0.15974573169379	-0.954209543348644	-0.954209543348644	-0.954209543348644	-0.954209543348644	-0.954209543348644	-0.954209543348644	-0.954209543348644	-0.954209543348644	1.3975215062182	-0.954209543348644	-0.954209543348644	-0.954209543348644	-0.954209543348644	-0.954209543348644	-0.954209543348644	0.100267712489131	-0.954209543348644	-0.954209543348644	-0.954209543348644	-0.954209543348644	1.97325291206104	-0.954209543348644	-0.954209543348644	6.19123173755199	2.94738829241308	7.92077154331727	-0.954209543348644	-0.954209543348644	4.50225138019067	-0.954209543348644	-0.954209543348644	2.3811005173791	-0.301003219410089	-0.235169436754576
Sox6	-2.11746913005459	4.98489869318263	7.37508036034052	-2.11746913005459	3.32869090933789	5.54546368303908	1.10012143185536	-2.11746913005459	-2.11746913005459	-2.11746913005459	7.12478968709946	-2.11746913005459	-2.11746913005459	-2.11746913005459	0.330700862514437	-2.11746913005459	-2.11746913005459	-2.11746913005459	-2.11746913005459	-2.11746913005459	-2.11746913005459	5.3679896403124	-2.11746913005459	6.5074264956688	-2.11746913005459	-2.11746913005459	3.19114878383498	-2.11746913005459	-2.11746913005459	-2.11746913005459	-1.1894230445455	5.19595536180388	3.55881861560896	0.515066771311834	-2.11746913005459	-2.11746913005459	-2.11746913005459	-2.11746913005459	-2.11746913005459
Hand1	-0.495301638576094	-6.01587300841977	3.38760631791768	3.04607617111035	3.1761089113979	3.14734541257704	4.63912528342526	4.63017747666397	3.44653722993877	3.44004053913123	3.71012976724297	3.65631266760156	0.727229659928087	1.4557016368735	2.91801577127687	3.02386734085461	1.17197257109592	3.79198894331119	3.65129820833391	2.80813109992188	4.59783160874243	3.16812933490341	4.50031530855429	-4.96722150619769	-4.71180381258474	-4.71230835933721	-6.01587300841977	3.33092606424879	-6.01587300841977	1.84189179459509	-6.01587300841977	-3.64251061106413	1.36308226928924	-6.01587300841977	-1.95783838539817	-6.01587300841977	-6.01587300841977	-6.01587300841977	-6.01587300841977
Lef1	0.864867021628845	2.54286922463415	2.88783495210932	2.61113190531149	1.90225968125745	3.05636485500509	2.59496985258406	-1.78747894581506	1.08454883918076	1.36606937622612	2.22779043198856	-1.08282495510577	2.5174598690154	-0.407453213080933	1.85933618212028	0.00137276668890163	1.36690680289513	2.09496009436464	2.03141871612942	-0.206259780909995	2.5868239001206	2.93726823944875	-7.65576577835324	3.15898002748919	-7.65576577835324	2.83918601373205	1.34671946720281	0.584887247574455	-0.602754715585882	0.593609834551399	-3.98503132518205	1.16365599025224	-1.0669047127864	-1.09168171507305	-2.97088103335447	-7.65576577835324	-2.94583564753823	-7.00255945441469	-0.104328457604859
Hoxc10	2.1859319900944	3.2675460124063	-2.78332360534556	-2.78332360534556	0.399171505624546	1.11193836386414	-1.97205287325189	-2.78332360534556	4.25128091537157	2.32078408746589	4.08969805291243	3.33902642986507	3.87732340807223	3.08608116541901	3.22825229632355	-2.78332360534556	5.47436497731592	-2.78332360534556	4.25676670007678	4.62378564507067	5.36765196354166	-2.78332360534556	-2.78332360534556	-2.78332360534556	4.12367200364241	-2.78332360534556	-2.78332360534556	-2.78332360534556	4.4905269829329	-2.78332360534556	-1.85527751983646	-2.78332360534556	-2.78332360534556	-2.78332360534556	-2.78332360534556	-2.78332360534556	-2.78332360534556	-2.78332360534556	-2.78332360534556
Foxo3	2.46488277729266	1.44939540394968	-5.74500100146033	2.02159643743266	1.89377382619598	0.609524267724805	-0.441491493763686	-1.91818640398125	0.123754071756031	-1.33389634951015	2.83246888800649	0.554627611964516	1.10118753295548	-1.4925854145632	0.676011049693868	2.07673818710421	1.56290361684191	1.20845327682833	1.92029496931568	-5.74500100146033	2.03389088980907	-0.609311803369891	-0.541956712678798	0.468322670806842	3.15295012836194	1.656983825728	1.47894555964523	2.54481940197097	-5.74500100146033	-0.324275654683202	1.78050068877528	2.04799613495064	-2.28198753281265	1.13795850169195	-5.74500100146033	-1.98004165188465	1.04869869954629	-1.43046667589848	-2.51247471936126
Tbx5	-0.367989362178092	-0.367989362178092	-0.367989362178092	-0.367989362178092	-0.367989362178092	-0.367989362178092	-0.367989362178092	-0.367989362178092	-0.367989362178092	-0.367989362178092	-0.367989362178092	-0.367989362178092	-0.367989362178092	-0.367989362178092	-0.367989362178092	-0.367989362178092	-0.367989362178092	-0.367989362178092	-0.367989362178092	-0.367989362178092	-0.367989362178092	-0.367989362178092	6.93776211181987	-0.367989362178092	-0.367989362178092	-0.367989362178092	-0.367989362178092	4.08959808611611	-0.367989362178092	-0.367989362178092	-0.367989362178092	-0.367989362178092	2.22025684047534	-0.367989362178092	-0.367989362178092	-0.367989362178092	-0.367989362178092	-0.367989362178092	-0.367989362178092
Gata2	-3.22872417221544	-3.22872417221544	-3.22872417221544	-3.22872417221544	5.06529136560192	-3.22872417221544	-0.0111336103054906	-3.22872417221544	-3.22872417221544	-3.22872417221544	-3.22872417221544	0.868475177202888	-1.23763653529445	-3.22872417221544	-0.0911944060845622	-3.22872417221544	5.92106270956549	-3.22872417221544	4.67025905280143	3.70775561529581	-3.22872417221544	-3.22872417221544	3.67898350026841	-2.18007266999336	1.10041143639037	5.74832739610999	2.28441955717886	-3.22872417221544	5.92026155096738	3.71401751439786	6.10963625716554	2.80237742215322	-3.22872417221544	2.56860222421289	-1.82377830774432	3.24963352397182	5.39813000207765	-2.57551784827688	-3.22872417221544
Sox9	2.68721705187443	3.8822598281694	-3.66113282226369	4.00762962544389	3.54003145250011	1.01091780817487	2.02729028004456	3.27006234836241	-3.66113282226369	3.83944608916358	-3.66113282226369	3.02950730386546	-3.66113282226369	2.67201627132171	-3.66113282226369	-0.918673736640474	1.45738366232963	1.62990433726163	1.0020223213629	2.99065792093804	0.245810822179075	-3.66113282226369	-2.5527757624577	1.97174873567233	-3.66113282226369	2.57062984574691	2.41354140929477	-0.13933480619242	-3.66113282226369	-0.142748359345214	-3.66113282226369	8.19345374836365	-3.66113282226369	6.22899413652174	-3.66113282226369	-3.66113282226369	-3.66113282226369	-3.66113282226369	-3.66113282226369
Gata3	1.22147629003078	4.27014904125564	-0.166386763419561	3.0329659940328	3.60146366346657	2.18769122329094	0.764118646713196	-5.575805698943	0.507660255704349	-5.575805698943	3.7146990910965	1.30695680993258	-0.633119557969666	-5.575805698943	1.42454567076998	-1.10708638629059	3.33926399834939	3.36635735992924	-2.83626931105698	2.59898916196073	0.387368614023484	1.09636854137607	3.53681081841105	3.2407897473271	-5.575805698943	3.72706905102089	-5.575805698943	-5.575805698943	-1.75011398062455	1.93425363395456	-5.575805698943	2.74821534135903	2.82043956133246	-0.301233125555372	-4.17085983447188	-1.81084634936732	1.73195208215848	0.0419452072421418	-0.794994603381069
Foxp1	3.53037275397829	0.38588132655064	-1.44050867687738	-0.0176209011761017	1.39510150092092	-0.00852767804363985	-5.91021777214461	2.11296553256258	-1.52296914444679	3.50846853544735	2.71640618903388	-2.38541943134148	-0.599886520828502	1.64559050037925	3.10359304102071	0.601700072710213	3.47210481646111	0.408980324623547	-1.34253681128669	-5.91021777214461	-4.85574051630684	-2.39985944917104	1.55503821072884	0.602266910409261	-3.47519440250199	1.90780304348015	2.37738299934025	2.71265053453493	-0.921479481833742	2.41951861783329	-5.91021777214461	3.76584490264954	1.42461421630011	1.90131408274241	-5.91021777214461	2.5212872259799	1.48904439105445	0.0635593372418741	-3.01087496359086
Six1	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	1.17161941533629	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	2.34011171740634	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872	-0.0949116522362872
Tal1	-2.48304401233776	-2.48304401233776	-2.48304401233776	-2.48304401233776	0.811678427567171	-2.48304401233776	-2.48304401233776	-2.48304401233776	-2.48304401233776	-2.48304401233776	-2.48304401233776	-2.48304401233776	-2.48304401233776	-2.48304401233776	-2.48304401233776	-2.48304401233776	-2.48304401233776	-1.59720719273861	-2.48304401233776	-2.48304401233776	-2.48304401233776	-2.48304401233776	-2.48304401233776	-2.48304401233776	2.13213085158316	3.05672858484748	7.10346579113369	-2.48304401233776	6.44954236512484	2.49445768377398	5.02109539869113	3.45272726797641	-2.48304401233776	2.12607130969464	6.56465016730548	4.59742343125012	7.38468534484675	5.72042298707647	4.27518387797356
Tead2	-1.85122626975389	-0.168763980961138	1.13332803995191	1.12721180112717	-0.104741600457246	0.364105857948715	-0.875924896023066	0.0600215222519305	-0.287929561506096	0.683339196057643	0.875533710009362	0.13509851345091	-0.0342943902022448	0.767555971004491	-1.08042257294941	-3.55230291933674	0.606765870189129	-0.313346050617644	-0.0788754932931512	1.09073745389823	1.11801588198559	-1.78634859430723	1.24568863950075	0.579870850211035	1.21391015778818	-0.129026541559482	0.385605223053342	0.981767457725885	-0.638066224980304	0.798632649843682	1.12760851024639	-0.78203896853888	-0.448854439153529	0.362196746083844	0.798109186875914	-2.03221039319689	0.759511699284831	-0.867166828126879	-1.18307521352511
Junb	-0.726396859506078	-0.726396859506078	-0.726396859506078	-0.726396859506078	-0.726396859506078	1.36641395450967	-0.726396859506078	-0.726396859506078	-0.726396859506078	-0.726396859506078	4.6724447902353	-0.726396859506078	-0.726396859506078	-0.726396859506078	-0.726396859506078	-0.726396859506078	-0.726396859506078	-0.726396859506078	-0.726396859506078	-0.726396859506078	-0.726396859506078	-0.726396859506078	-0.726396859506078	-0.726396859506078	-0.726396859506078	2.33397936353949	0.415866675494528	-0.726396859506078	5.02089138645226	-0.726396859506078	4.88368182691987	-0.726396859506078	-0.726396859506078	-0.726396859506078	-0.726396859506078	-0.726396859506078	-0.726396859506078	4.55142150704338	-0.726396859506078
Tcf7l2	-3.80370432286381	-2.34250034032012	2.51922916160425	1.92161328583108	1.03074218669629	-0.784272996399936	1.66738865385938	2.15588895662179	2.68805167146756	0.537508884890268	1.35019296012638	-5.6410795531934	0.606827449441512	3.31238067597238	-6.90490399372169	-0.0411101917160686	3.43728947125561	-6.01906717412253	2.20738552479655	0.751809068819895	-0.244440351606309	0.556443674375493	1.17376965984804	-2.64441744108847	3.12119576665935	-3.50648910539656	-2.56033606623935	-0.309694641923837	-1.72921152567853	-1.12257014149181	1.09261789603792	2.90487682575184	1.63430032501253	0.143082003776326	-6.03776723841344	2.08656476222796	1.91903464325532	2.22416170409367	2.64920987175446
Tead1	2.22328150211031	-1.93925105233687	2.16596353873634	1.54967127424693	0.228333794596667	2.53416587530018	1.29258315651636	0.341716353180243	0.179702066660868	-0.0938347463274019	1.88987680828162	0.746870682586562	-0.0889878347083766	-1.14852568080591	-1.26527010363673	0.194464317785989	0.524831201908766	1.63012697875351	1.44987240782571	-5.14768599357806	-1.92466222616718	1.46193699317633	0.814113032968629	1.6610182884598	-0.369850396317867	0.898926183897985	0.571034566826821	1.57199899774833	-1.41614799745726	0.0495542534730742	-1.58891608164641	-0.859571317049994	-1.46562179164751	1.03135599539864	0.543094885104894	-1.4804429277599	0.604387817103392	-1.28998269041349	-6.08013013279501
Sox13	2.80859129490942	-1.79590352430233	3.93417843978881	-1.79590352430233	-1.79590352430233	-1.79590352430233	3.53491767322281	1.67483638315934	2.41993590517487	-1.79590352430233	-1.79590352430233	-0.532079083774052	7.0314309157228	-1.79590352430233	3.71418312448769	-1.79590352430233	1.51204247219193	-1.79590352430233	-1.79590352430233	-0.369738889331763	-1.79590352430233	-1.79590352430233	-1.79590352430233	0.0804615688385382	-0.491834328467303	-1.79590352430233	-1.79590352430233	2.26836903807973	0.635191376869224	3.9399981190988	-1.79590352430233	-1.79590352430233	-1.79590352430233	5.05491228231438	-1.79590352430233	-1.79590352430233	-1.79590352430233	2.29448124236611	-1.79590352430233
Snai2	2.15784241080074	-2.09603596806409	1.79476170317919	0.194948179605392	0.685420506165838	-2.09603596806409	-2.09603596806409	-1.26749435808622	-2.09603596806409	4.06115063562237	-2.09603596806409	1.42876237273904	3.17777706241914	-2.09603596806409	-1.01585001574472	-2.09603596806409	-0.572759108128402	-2.09603596806409	5.5460120387585	-2.09603596806409	-2.09603596806409	5.54778004698616	-2.09603596806409	1.45066765740233	1.1990201860064	-2.09603596806409	-2.09603596806409	7.9769278417978	-2.09603596806409	-2.09603596806409	-2.09603596806409	6.4572477894474	-2.09603596806409	7.29057634843909	-2.09603596806409	-2.09603596806409	-2.09603596806409	-2.09603596806409	-2.09603596806409
Tcf4	-1.0513527039148	0.745497782644345	1.49495202908534	0.313773740994026	1.14458699939597	0.133061679918513	-0.0267311519759224	-0.466892509223304	2.0082460120931	-0.324432979603673	0.640299277180887	0.528490954474391	0.693067261071779	-1.69355748339509	0.4323159131861	-1.9797095367687	2.44683485243388	-1.12114487475556	0.860107267937236	-0.159051136776561	-0.533722571547377	0.928309709600144	-0.41643968312576	-0.077792011702897	0.794544256450284	0.712108874138688	-0.437045999090172	0.214847375672312	-2.59389618294335	-0.611103318218927	-0.163788134066235	-1.81260076923294	3.22294065946441	1.73835889878596	1.33755950333383	-0.22592476039657	-1.43084695652944	1.13235873365859	-6.39622901825251
Foxc1	-0.608251614459967	-0.608251614459967	-0.608251614459967	-0.608251614459967	-0.608251614459967	3.57327751148563	5.60531665963312	-0.608251614459967	-0.608251614459967	-0.608251614459967	-0.608251614459967	-0.608251614459967	-0.608251614459967	0.256378437647912	-0.608251614459967	-0.608251614459967	-0.608251614459967	-0.608251614459967	-0.608251614459967	-0.608251614459967	-0.608251614459967	3.07883870237604	-0.608251614459967	-0.608251614459967	0.695817581375063	-0.608251614459967	-0.608251614459967	-0.608251614459967	-0.608251614459967	1.81339844526309	-0.608251614459967	-0.608251614459967	3.78781800099954	-0.608251614459967	-0.608251614459967	-0.608251614459967	-0.608251614459967	0.0449547094785873	-0.608251614459967
Id4	-0.532199615843355	-0.532199615843355	-0.532199615843355	-0.532199615843355	-0.532199615843355	-0.532199615843355	0.279071116250311	-0.532199615843355	-0.532199615843355	-0.532199615843355	-0.532199615843355	-0.532199615843355	-0.532199615843355	3.37034053252675	-0.532199615843355	-0.532199615843355	-0.532199615843355	-0.532199615843355	-0.532199615843355	-0.532199615843355	8.50529847266981	-0.532199615843355	-0.532199615843355	-0.532199615843355	-0.532199615843355	-0.532199615843355	-0.532199615843355	-0.532199615843355	6.47227643307056	-0.532199615843355	-0.532199615843355	-0.532199615843355	-0.532199615843355	-0.532199615843355	-0.532199615843355	-0.532199615843355	-0.532199615843355	-0.532199615843355	-0.532199615843355
Six2	7.45576397969354	0.564598715606868	-0.632642686082292	-0.632642686082292	-0.632642686082292	-0.632642686082292	-0.632642686082292	-0.632642686082292	-0.632642686082292	-0.632642686082292	-0.632642686082292	0.133449776736168	6.33283660498669	-0.632642686082292	-0.632642686082292	-0.632642686082292	-0.0781933424886948	-0.632642686082292	-0.632642686082292	-0.632642686082292	-0.632642686082292	-0.632642686082292	-0.632642686082292	-0.632642686082292	0.671426509752739	-0.632642686082292	-0.632642686082292	-0.632642686082292	-0.632642686082292	-0.632642686082292	-0.632642686082292	-0.632642686082292	-0.632642686082292	5.16468371034604	-0.632642686082292	-0.632642686082292	-0.632642686082292	-0.632642686082292	-0.632642686082292
